Theta_deg,Volume_m3,Pressure_Pa,Turbulence_k,BurnFraction_xb,EndGas_Temperature_K,EndGas_Pressure_Pa,KnockIntegral_KI,KnockDetected,KnockTheta_deg
69,0.00023710845913158045,337684.0535638598,147.5658936093012,0.02583703492799716,411.2846575978374,337684.0535638598,2.607680071605575e-10,False,
70,0.00024163992014723177,330332.9301154477,0.0,0.026817218600188597,408.9444627191759,330332.9301154477,2.607680071662773e-10,False,
71,0.0002461793765814104,323304.7687602903,149.55672558505523,0.027821191741014828,406.6707278320948,323304.7687602903,2.6076800717064226e-10,False,
72,0.00025072502303659226,316584.03361714736,0.0,0.02884918802908254,404.46194337642567,316584.03361714736,2.607680071739898e-10,False,
73,0.00025527506963275633,310156.0642900713,151.3653457281314,0.029901438069814046,402.31663783223996,310156.0642900713,2.6076800717656983e-10,False,
74,0.0002598277431879196,304007.0232053884,0.0,0.030978169328652272,400.23337721625614,304007.0232053884,2.6076800717856825e-10,False,
75,0.00026438128836933996,298123.84613156173,152.98955051348193,0.03207960606401805,398.2107644988868,298123.84613156173,2.607680071801239e-10,False,
76,0.0002689339688135198,292494.19571526273,0.0,0.03320596926004571,396.2474389564147,292494.19571526273,2.6076800718134096e-10,False,
77,0.0002734840682131946,287106.4178698855,154.42736109776547,0.03435747655912336,394.3420754709394,287106.4178698855,2.607680071822979e-10,False,
78,0.0002780298913695443,281949.5008569049,0.0,0.035534342194264545,392.4933837891171,281949.5008569049,2.607680071830541e-10,False,
79,0.00028256976520794246,277013.0369055486,155.67702573026278,0.03673677692133959,390.70010774926845,277013.0369055486,2.607680071836547e-10,False,
80,0.00028710203975561895,272287.1862220094,0.0,0.037964987951192186,388.961024485167,272287.1862220094,2.607680071841341e-10,False,
81,0.0002916250890797032,267762.6432456085,156.73702188711528,0.0392191788816727,387.27494361369946,267762.6432456085,2.607680071845187e-10,False,
82,0.000296137312184195,263430.6050157869,0.0,0.04049954962961422,385.64070641260105,263430.6050157869,2.607680071848287e-10,False,
83,0.0003006371338645049,259282.74152040808,157.60605812628572,0.04180629636278144,384.0571849936034,259282.74152040808,2.6076800718507997e-10,False,
84,0.0003051230055183052,255311.16790248288,0.0,0.04313961143182199,382.5232814755642,255311.16790248288,2.6076800718528454e-10,False,
85,0.00030959340591153636,251508.41840900847,158.2830756609814,0.044499683302250626,381.0379271614771,251508.41840900847,2.60768007185452e-10,False,
86,0.0003140468418985226,247867.42197206302,0.0,0.04588669648649468,379.600081722668,247867.42197206302,2.607680071855897e-10,False,
87,0.00031848184909526216,244381.47931859212,158.76724964962293,0.04730083147603481,378.20873239296617,244381.47931859212,2.6076800718570356e-10,False,
88,0.0003228969925050821,241044.24151138682,0.0,0.0487422646736686,376.86289317517867,241044.24151138682,2.607680071857981e-10,False,
89,0.00032729086709595677,237849.68982961905,159.0579902007864,0.05021116832593131,375.5616040618038,237849.68982961905,2.6076800718587706e-10,False,
90,0.000331662098328926,234792.11690287862,0.0,0.0517077104557041,374.30393027156373,234792.11690287862,2.607680071859433e-10,False,
91,0.00033600934263716513,231866.1090180083,159.15494309189535,0.05323205479504334,373.0889615030349,231866.1090180083,2.607680071859991e-10,False,
92,0.00034033128785539136,229066.5295230975,0.0,0.05478436071826154,371.9158112063862,229066.5295230975,2.6076800718604643e-10,False,
